20:00:00,21:00:00,8/29/2011,Miami Ink,Hawaii,"Miami Ink’s renowned artists, Ami James and Chris Garver, travel to the Hawaiian island of Oahu to meet Keone Nunes, a master of traditional Polynesian tattooing. This trip is both a professional and spiritual journey for Ami and Chris. Keone teaches them about the ancient art of tapping and gives each of them a traditional style tattoo.  The guys also guest artist at a shop in Honolulu, and tattoo six colorful locals. Then friends and professional surfers Sunny Garcia and Rico Jimenez, take them to catch some waves.",1:00,,,,,MI121
21:00:00,22:00:00,8/29/2011,Model Latina,Red Hot Pin Up,Watch the girls learn the true meaning of ‘Sin City’ when they hit the strip’s wildest nightclubs. Will one Model Latina contestant take her partying too far? Then it’s off to work at Cirque du Soleil and a sexy 1940’s inspired Pin-Up girl shoot.,1:00,,,,,ML403
22:00:00,23:00:00,8/29/2011,Model Latina,Vegas Strip,"Snakes & Tigers, oh my! The Model Latinas wrap themselves in a python and face-off with a tiger. The heat rises when a famous celebrity drops in for a visit but…who invited the male stripper?!",1:00,,,,,ML404
23:00:00,0:00:00,8/29/2011,Miami Ink,Yoji's Initiation,"Ivy gets a cartoon version of herself, though she's not the happiest customer.  Ami and Yoji sit side by side for the first time, and tattoo two best friends that are like sisters.  Tattoo-less Josie comes in to apply for the store manager position.",1:00,,,,,MI201
0:00:00,1:00:00,8/29/2011,Model Latina,Red Hot Pin Up,Watch the girls learn the true meaning of ‘Sin City’ when they hit the strip’s wildest nightclubs. Will one Model Latina contestant take her partying too far? Then it’s off to work at Cirque du Soleil and a sexy 1940’s inspired Pin-Up girl shoot.,1:00,,,,,ML403
1:00:00,2:00:00,8/29/2011,Model Latina,Vegas Strip,"Snakes & Tigers, oh my! The Model Latinas wrap themselves in a python and face-off with a tiger. The heat rises when a famous celebrity drops in for a visit but…who invited the male stripper?!",1:00,,,,,ML404
2:00:00,3:00:00,8/29/2011,Miami Ink,Saver vs Spender,Damon drops by to get a tattoo to symbolize his struggle with Type-1 diabetes-something Darren is all too familiar with.    Alexis wants to get inked with a tattoo of a penny in memory of her dad.  But Ami's not in the mood for loose change.,1:00,,,,,MI202
3:00:00,3:30:00,8/29/2011,Latino 101,Sex Schoolin',"Nothing is off limits!  Learn about the birds and the bees from LATINO 101’s greatest minds; why your parents yelled at you about 'doing it,' what 'punching donkeys' has to do with animal cruelty and why Dirty Sanchez is a filthy, filthy man!",0:30,,,,,LAT204R
3:30:00,4:00:00,8/29/2011,Latino 101,Holidays 101,"It's time for Turkeys, Tacos, and trrrrouble! Get educated on all of those holidays we still don’t quite understand. Why do Latinos always end up working on Labor Day? Plus, Cesar Chavez Day conspiracies, and tons more!",0:30,,,,,LAT205R
4:00:00,4:30:00,8/29/2011,Paid Program,,,0:30,,,,,
4:30:00,5:00:00,8/29/2011,Paid Program,,,0:30,,,,,
5:00:00,5:30:00,8/29/2011,Paid Program,,,0:30,,,,,
5:30:00,6:00:00,8/29/2011,Paid Program,,,0:30,,,,,
6:00:00,6:30:00,8/30/2011,Paid Program,,,0:30,,,,,
6:30:00,7:00:00,8/30/2011,Paid Program,,,0:30,,,,,
7:00:00,7:30:00,8/30/2011,Paid Program,,,0:30,,,,,
7:30:00,8:00:00,8/30/2011,Paid Program,,,0:30,,,,,
8:00:00,9:00:00,8/30/2011,Fame,The Crazies,"Doris learns that sometimes honest is not always the best policy. She and Montgomery decide to tell only the truth for 24 hours, but the pact will turn out to be a total fiasco. When Shorofsky is hospitalized, Bruno realizes that he is important to his life. When Miss Sherwood learns that Miss Grant doesn't believe that her newest plan, an Africal Tribal dance, will suceed, she asks Leroy to help her.",1:00,,,,,FAM111
9:00:00,9:30:00,8/30/2011,Cristina's Court,Baker v Golden,,0:30,,,,,CC3CC103
9:30:00,10:00:00,8/30/2011,Cristina's Court,Butler v Brown & Nicholson,,0:30,,,,,CC3CC104
10:00:00,11:00:00,8/30/2011,Model Latina,Red Hot Pin Up,Watch the girls learn the true meaning of ‘Sin City’ when they hit the strip’s wildest nightclubs. Will one Model Latina contestant take her partying too far? Then it’s off to work at Cirque du Soleil and a sexy 1940’s inspired Pin-Up girl shoot.,1:00,,,,,ML403
11:00:00,12:00:00,8/30/2011,Model Latina,Vegas Strip,"Snakes & Tigers, oh my! The Model Latinas wrap themselves in a python and face-off with a tiger. The heat rises when a famous celebrity drops in for a visit but…who invited the male stripper?!",1:00,,,,,ML404
12:00:00,12:30:00,8/30/2011,Styleyes,Tourist Miami,,0:30,Variety,,"Fashion,Magazine,Variety","Fashion,Magazine,Variety",SE303R
12:30:00,13:00:00,8/30/2011,Styleyes,"Fad: Food, Art, Design",Kelly and Stephanie cook Cuban style.,0:30,Variety,,"Fashion,Magazine,Variety","Fashion,Magazine,Variety",SE205R
13:00:00,14:00:00,8/30/2011,Model Latina,Red Hot Pin Up,Watch the girls learn the true meaning of ‘Sin City’ when they hit the strip’s wildest nightclubs. Will one Model Latina contestant take her partying too far? Then it’s off to work at Cirque du Soleil and a sexy 1940’s inspired Pin-Up girl shoot.,1:00,,,,,ML403
14:00:00,15:00:00,8/30/2011,Model Latina,Vegas Strip,"Snakes & Tigers, oh my! The Model Latinas wrap themselves in a python and face-off with a tiger. The heat rises when a famous celebrity drops in for a visit but…who invited the male stripper?!",1:00,,,,,ML404
15:00:00,16:00:00,8/30/2011,Miami Ink,Woman in a Man's World,"Nunez tattoos Dalia with a memorial piece for her father, who died in the line of duty in Afghanistan.  Darren gives Sussan, a fellow graffiti artist, a tattoo of one of her pieces.  Garver creates a Japanese style snake for Greg, a local club owner.",1:00,,,,,MI203
16:00:00,17:00:00,8/30/2011,Fame,The Crazies,"Doris learns that sometimes honest is not always the best policy. She and Montgomery decide to tell only the truth for 24 hours, but the pact will turn out to be a total fiasco. When Shorofsky is hospitalized, Bruno realizes that he is important to his life. When Miss Sherwood learns that Miss Grant doesn't believe that her newest plan, an Africal Tribal dance, will suceed, she asks Leroy to help her.",1:00,,,,,FAM111
17:00:00,17:30:00,8/30/2011,Cristina's Court,Baker v Golden,,0:30,,,,,CC3CC103
17:30:00,18:00:00,8/30/2011,Cristina's Court,Butler v Brown & Nicholson,,0:30,,,,,CC3CC104
18:00:00,19:00:00,8/30/2011,Miami Ink,The Ultimate Job Interview,"The guys play a prank on their latest shop manager applicant, Joel. They have their friend Joey pose as a bookie, come into the shop and confiscate Nunez's stuff. Will Joel crack under the pressure?",1:00,,,,,MI204
19:00:00,20:00:00,8/30/2011,Miami Ink,Woman in a Man's World,"Nunez tattoos Dalia with a memorial piece for her father, who died in the line of duty in Afghanistan.  Darren gives Sussan, a fellow graffiti artist, a tattoo of one of her pieces.  Garver creates a Japanese style snake for Greg, a local club owner.",1:00,,,,,MI203
20:00:00,20:30:00,8/30/2011,In Living Color,Pilot,,0:30,,,,,ILC101
20:30:00,21:00:00,8/30/2011,In Living Color,The Wrath of Farrakhan,,0:30,,,,,ILC102
21:00:00,22:00:00,8/30/2011,Operation Osmin,Christian,"Slugger vs. Psycho: Christian knows what it’s like to be fit - he used to be a college baseball star. But after a debilitating injury and one too many cheeseburgers, he’s struggling to stay in fighting shape. Perhaps a visit from Osmin’s ‘little buddy’ will do the trick!",1:00,,,,,OO109
22:00:00,23:00:00,8/30/2011,Operation Osmin,Louisa,"Operation MILF: It’s great to be healthy, but the real perk of slimming down is scoring hot dates! Single mom Louisa is eager for male attention and after intense sessions with Osmin, slipping into her sexy cat suit might do the trick!",1:00,,,,,OO108
23:00:00,23:30:00,8/30/2011,In Living Color,Pilot,,0:30,,,,,ILC101
23:30:00,0:00:00,8/30/2011,In Living Color,The Wrath of Farrakhan,,0:30,,,,,ILC102
0:00:00,1:00:00,8/30/2011,Operation Osmin,Christian,"Slugger vs. Psycho: Christian knows what it’s like to be fit - he used to be a college baseball star. But after a debilitating injury and one too many cheeseburgers, he’s struggling to stay in fighting shape. Perhaps a visit from Osmin’s ‘little buddy’ will do the trick!",1:00,,,,,OO109
1:00:00,2:00:00,8/30/2011,Operation Osmin,Louisa,"Operation MILF: It’s great to be healthy, but the real perk of slimming down is scoring hot dates! Single mom Louisa is eager for male attention and after intense sessions with Osmin, slipping into her sexy cat suit might do the trick!",1:00,,,,,OO108
2:00:00,3:00:00,8/30/2011,Miami Ink,The Ultimate Job Interview,"The guys play a prank on their latest shop manager applicant, Joel. They have their friend Joey pose as a bookie, come into the shop and confiscate Nunez's stuff. Will Joel crack under the pressure?",1:00,,,,,MI204
3:00:00,3:30:00,8/30/2011,Adrenalina,Buenos Aires Extreme,"Buenos Aires is a huge city known for tango, parilladas, theatre, and futbol.  But this is Adrenalina. Pablo and Zalman will show you all the sports this city has to offer - skateboarding, BMX riding, jet skiing - as well as showing you parkour all throughtout this wonderful city.",0:30,,,,,ADR611R
3:30:00,4:00:00,8/30/2011,Adrenalina,Latin Dunes,"Wine, Dunes & Bikes: Without pro motocross rider Christian Carletti the Adrenalina team would be as lost in the dunes of the desert as Clark Griswold looking for a mechanic.  Free riding in the sands is as enchanting as it sounds but as Mendoza is Argentina's wine capital, the boys can't go home without a taste!",0:30,,,,,ADR612R
4:00:00,4:30:00,8/30/2011,Paid Program,,,0:30,,,,,
4:30:00,5:00:00,8/30/2011,Paid Program,,,0:30,,,,,
5:00:00,5:30:00,8/30/2011,Paid Program,,,0:30,,,,,
5:30:00,6:00:00,8/30/2011,Paid Program,,,0:30,,,,,
6:00:00,6:30:00,8/31/2011,Paid Program,,,0:30,,,,,
6:30:00,7:00:00,8/31/2011,Paid Program,,,0:30,,,,,
7:00:00,7:30:00,8/31/2011,Paid Program,,,0:30,,,,,
7:30:00,8:00:00,8/31/2011,Paid Program,,,0:30,,,,,
8:00:00,9:00:00,8/31/2011,Fame,Expose,"When Julie gets replaced by a mannequin in a production number, she feels unimportant until a new student teacher arrives and they fall for each other. But, the student may not be the person everyone thinks he is.",1:00,,,,,FAM112
9:00:00,9:30:00,8/31/2011,Cristina's Court,Johnson v Brazzle,,0:30,,,,,CC3CC105
9:30:00,10:00:00,8/31/2011,Cristina's Court,Gensler v Mortensen,,0:30,,,,,CC3CC106
10:00:00,11:00:00,8/31/2011,Operation Osmin,Louisa,"Operation MILF: It’s great to be healthy, but the real perk of slimming down is scoring hot dates! Single mom Louisa is eager for male attention and after intense sessions with Osmin, slipping into her sexy cat suit might do the trick!",1:00,,,,,OO108
11:00:00,12:00:00,8/31/2011,Operation Osmin,Christian,"Slugger vs. Psycho: Christian knows what it’s like to be fit - he used to be a college baseball star. But after a debilitating injury and one too many cheeseburgers, he’s struggling to stay in fighting shape. Perhaps a visit from Osmin’s ‘little buddy’ will do the trick!",1:00,,,,,OO109
12:00:00,12:30:00,8/31/2011,Adrenalina,Buenos Aires Extreme,"Buenos Aires is a huge city known for tango, parilladas, theatre, and futbol.  But this is Adrenalina. Pablo and Zalman will show you all the sports this city has to offer - skateboarding, BMX riding, jet skiing - as well as showing you parkour all throughtout this wonderful city.",0:30,,,,,ADR611R
12:30:00,13:00:00,8/31/2011,Adrenalina,Latin Dunes,"Wine, Dunes & Bikes: Without pro motocross rider Christian Carletti the Adrenalina team would be as lost in the dunes of the desert as Clark Griswold looking for a mechanic.  Free riding in the sands is as enchanting as it sounds but as Mendoza is Argentina's wine capital, the boys can't go home without a taste!",0:30,,,,,ADR612R
13:00:00,14:00:00,8/31/2011,Operation Osmin,Louisa,"Operation MILF: It’s great to be healthy, but the real perk of slimming down is scoring hot dates! Single mom Louisa is eager for male attention and after intense sessions with Osmin, slipping into her sexy cat suit might do the trick!",1:00,,,,,OO108
14:00:00,15:00:00,8/31/2011,Operation Osmin,Christian,"Slugger vs. Psycho: Christian knows what it’s like to be fit - he used to be a college baseball star. But after a debilitating injury and one too many cheeseburgers, he’s struggling to stay in fighting shape. Perhaps a visit from Osmin’s ‘little buddy’ will do the trick!",1:00,,,,,OO109
15:00:00,16:00:00,8/31/2011,Miami Ink,We're All Family,"Garver struggles with personal demons while he helps a client find closure. Yoji has a communication breakdown that ends with Ami getting in the middle. Nunez focuses on his mom's surgery, and Darren gets a call from Carolina that could mean big change.",1:00,,,,,MI205
16:00:00,17:00:00,8/31/2011,Fame,Expose,"When Julie gets replaced by a mannequin in a production number, she feels unimportant until a new student teacher arrives and they fall for each other. But, the student may not be the person everyone thinks he is.",1:00,,,,,FAM112
17:00:00,17:30:00,8/31/2011,Cristina's Court,Johnson v Brazzle,,0:30,,,,,CC3CC105
17:30:00,18:00:00,8/31/2011,Cristina's Court,Gensler v Mortensen,,0:30,,,,,CC3CC106
18:00:00,19:00:00,8/31/2011,Miami Ink,Kat the Party Machine,"Garver gives Danielle a tattoo of a Spanish Skull that will help her put closure to an abusive past, and Sylvie gets a fierce Asian style woman to represent the strong woman that she is today. As the new kid on the block, Kat is feeling lonely.",1:00,,,,,MI206
19:00:00,20:00:00,8/31/2011,Miami Ink,We're All Family,"Garver struggles with personal demons while he helps a client find closure. Yoji has a communication breakdown that ends with Ami getting in the middle. Nunez focuses on his mom's surgery, and Darren gets a call from Carolina that could mean big change.",1:00,,,,,MI205
20:00:00,20:30:00,8/31/2011,In Living Color,Transitions,,0:30,,,,,ILC104
20:30:00,21:00:00,8/31/2011,In Living Color,A Date with Grace Jones,,0:30,,,,,ILC105
21:00:00,22:00:00,8/31/2011,NYPD Blue,"Oscar, Meyer, Weiner",,1:00,,,,,NYPD112
22:00:00,23:00:00,8/31/2011,Hill Street Blues,Rites of Spring - Part 2,,1:00,,,,,HSB114
23:00:00,23:30:00,8/31/2011,In Living Color,Transitions,,0:30,,,,,ILC104
23:30:00,0:00:00,8/31/2011,In Living Color,A Date with Grace Jones,,0:30,,,,,ILC105
0:00:00,1:00:00,8/31/2011,NYPD Blue,"Oscar, Meyer, Weiner",,1:00,,,,,NYPD112
1:00:00,2:00:00,8/31/2011,Hill Street Blues,Rites of Spring - Part 2,,1:00,,,,,HSB114
2:00:00,3:00:00,8/31/2011,Miami Ink,Kat the Party Machine,"Garver gives Danielle a tattoo of a Spanish Skull that will help her put closure to an abusive past, and Sylvie gets a fierce Asian style woman to represent the strong woman that she is today. As the new kid on the block, Kat is feeling lonely.",1:00,,,,,MI206
3:00:00,3:30:00,8/31/2011,Latino 101,Latin Filmology,"Grab your nacho tray -- it's MOVIE time! We’re breaking down why Edward James Olmos is the coolest ese, why no one caught Chasing Papi and figuring out why most movies require the Latino lead to die... 'No, Not Richie, Not My Ritchie!'",0:30,,,,,LAT206R2
3:30:00,4:00:00,8/31/2011,Latino 101,My First...,"Stroll down memory lane with LATINO 101 as we reminisce about our first job, our first love, our first ass whooping and the first time we got some!",0:30,,,,,LAT207R
4:00:00,4:30:00,8/31/2011,Paid Program,,,0:30,,,,,
4:30:00,5:00:00,8/31/2011,Paid Program,,,0:30,,,,,
5:00:00,5:30:00,8/31/2011,Paid Program,,,0:30,,,,,
5:30:00,6:00:00,8/31/2011,Paid Program,,,0:30,,,,,
6:00:00,6:30:00,9/1/2011,Paid Program,,,0:30,,,,,
6:30:00,7:00:00,9/1/2011,Paid Program,,,0:30,,,,,
7:00:00,7:30:00,9/1/2011,Paid Program,,,0:30,,,,,
7:30:00,8:00:00,9/1/2011,Paid Program,,,0:30,,,,,
8:00:00,9:00:00,9/1/2011,Fame,A Musical Bridge,"When Bruno expresses his desire to write music, Montgomery tries to convince him to cash in his ability. Although he doesn't think it's a good idea, he goes along with it.",1:00,,,,,FAM113
9:00:00,9:30:00,9/1/2011,Cristina's Court,Dworshak v Donahoo,,0:30,,,,,CC3CC107
9:30:00,10:00:00,9/1/2011,Cristina's Court,Platek v Mason,,0:30,,,,,CC3CC108
10:00:00,10:30:00,9/1/2011,Adrenalina,Deep Powder,"Snowboards and snowmobiles: San Rafael has the best mountains on the border of Chile and Argentina. The Adrenalina crew hooks up with the locals to ski and snowboard OFF TRAIL, hitting the best powder in one of nature's most beautiful settings. But what would skiing and snowboarding be without watching huge jumps and a park session? All this and more on this episode of Adrenalina!",0:30,,,,,ADR613R
10:30:00,11:00:00,9/1/2011,Adrenalina,Race Day,"Pablo and Zalman compete in the worlds 1st skateboard marathon, a 26.2 mile race on longboard skateboards with a prize purse of over $10,000.  Shortly after, the guys travel south to the Florida Keys for yet another race - except this one is under water!",0:30,,,,,ADR614R
11:00:00,12:00:00,9/1/2011,Prison Break,Good Fences,As Mahone begins to hallucinate Michael sets an escape plan.,1:00,,,,,PBK304
12:00:00,13:00:00,9/1/2011,Prison Break,Interference,Michael's espace plane almost works but is ruined.  And T-Bag loses his status with Lechero when he defends Sister Mary Francis.,1:00,,,,,PBK305
13:00:00,14:00:00,9/1/2011,Prison Break,Good Fences,As Mahone begins to hallucinate Michael sets an escape plan.,1:00,,,,,PBK304
14:00:00,15:00:00,9/1/2011,Prison Break,Interference,Michael's espace plane almost works but is ruined.  And T-Bag loses his status with Lechero when he defends Sister Mary Francis.,1:00,,,,,PBK305
15:00:00,16:00:00,9/1/2011,Miami Ink,Garver's Ultimatum,"Years of tattooing have taken their toll on Garver, whose bad back jeopardizes his future as a tattoo artist.  The search for a shop manager continues as the guys test out yet another applicant, Lee.",1:00,,,,,MI207
16:00:00,17:00:00,9/1/2011,Fame,A Musical Bridge,"When Bruno expresses his desire to write music, Montgomery tries to convince him to cash in his ability. Although he doesn't think it's a good idea, he goes along with it.",1:00,,,,,FAM113
17:00:00,17:30:00,9/1/2011,Cristina's Court,Dworshak v Donahoo,,0:30,,,,,CC3CC107
17:30:00,18:00:00,9/1/2011,Cristina's Court,Platek v Mason,,0:30,,,,,CC3CC108
18:00:00,19:00:00,9/1/2011,Miami Ink,Kat: A Fish Out of Water,"Diana, known as 'The Virgin Mary Grilled Cheese Lady', gets a tattoo of her holy sandwich from Kat. Ami gives Victoria and Jessica matching star tattoos to mark a milestone in their relationship. Yoji's daughter spends a day at the beach with 'Uncle Ami.'",1:00,,,,,MI208
19:00:00,20:00:00,9/1/2011,Miami Ink,Garver's Ultimatum,"Years of tattooing have taken their toll on Garver, whose bad back jeopardizes his future as a tattoo artist.  The search for a shop manager continues as the guys test out yet another applicant, Lee.",1:00,,,,,MI207
20:00:00,20:30:00,9/1/2011,In Living Color,Jheri's Kids,,0:30,,,,,ILC106
20:30:00,21:00:00,9/1/2011,In Living Color,Don King-The Early Kids,,0:30,,,,,ILC107
21:00:00,23:00:00,9/1/2011,Dark Angel,Pilot,"Max, a young woman possessing incredible power, searches for others like her in a bleak near-future Seattle.",2:00,,,,,DA100
23:00:00,23:30:00,9/1/2011,In Living Color,Jheri's Kids,,0:30,,,,,ILC106
23:30:00,0:00:00,9/1/2011,In Living Color,Don King-The Early Kids,,0:30,,,,,ILC107
0:00:00,2:00:00,9/1/2011,Dark Angel,Pilot,"Max, a young woman possessing incredible power, searches for others like her in a bleak near-future Seattle.",2:00,,,,,DA100
2:00:00,3:00:00,9/1/2011,Miami Ink,Kat: A Fish Out of Water,"Diana, known as 'The Virgin Mary Grilled Cheese Lady', gets a tattoo of her holy sandwich from Kat. Ami gives Victoria and Jessica matching star tattoos to mark a milestone in their relationship. Yoji's daughter spends a day at the beach with 'Uncle Ami.'",1:00,,,,,MI208
3:00:00,3:30:00,9/1/2011,Adrenalina,Deep Powder,"Snowboards and snowmobiles: San Rafael has the best mountains on the border of Chile and Argentina. The Adrenalina crew hooks up with the locals to ski and snowboard OFF TRAIL, hitting the best powder in one of nature's most beautiful settings. But what would skiing and snowboarding be without watching huge jumps and a park session? All this and more on this episode of Adrenalina!",0:30,,,,,ADR613R
3:30:00,4:00:00,9/1/2011,Adrenalina,Race Day,"Pablo and Zalman compete in the worlds 1st skateboard marathon, a 26.2 mile race on longboard skateboards with a prize purse of over $10,000.  Shortly after, the guys travel south to the Florida Keys for yet another race - except this one is under water!",0:30,,,,,ADR614R
4:00:00,4:30:00,9/1/2011,Paid Program,,,0:30,,,,,
4:30:00,5:00:00,9/1/2011,Paid Program,,,0:30,,,,,
5:00:00,5:30:00,9/1/2011,Paid Program,,,0:30,,,,,
5:30:00,6:00:00,9/1/2011,Paid Program,,,0:30,,,,,
6:00:00,6:30:00,9/2/2011,Paid Program,,,0:30,,,,,
6:30:00,7:00:00,9/2/2011,Paid Program,,,0:30,,,,,
7:00:00,7:30:00,9/2/2011,Paid Program,,,0:30,,,,,
7:30:00,8:00:00,9/2/2011,Paid Program,,,0:30,,,,,
8:00:00,9:00:00,9/2/2011,Fame,A Big Finish,"Miss Sherwood catches two guys living with a dog in the school basement. The gang decides to help them live in a better place and they offer them money, but they are too stubborn to take 'charity,' so the gang decides to have a benefit concert to collect money for them.",1:00,,,,,FAM114
9:00:00,9:30:00,9/2/2011,Cristina's Court,Sanchez v Donnelly,,0:30,,,,,CC3CC109
9:30:00,10:00:00,9/2/2011,Cristina's Court,Rowe v Rowe,,0:30,,,,,CC3CC110
10:00:00,11:00:00,9/2/2011,Operation Osmin,Louisa,"Operation MILF: It’s great to be healthy, but the real perk of slimming down is scoring hot dates! Single mom Louisa is eager for male attention and after intense sessions with Osmin, slipping into her sexy cat suit might do the trick!",1:00,,,,,OO108
11:00:00,12:00:00,9/2/2011,Operation Osmin,Christian,"Slugger vs. Psycho: Christian knows what it’s like to be fit - he used to be a college baseball star. But after a debilitating injury and one too many cheeseburgers, he’s struggling to stay in fighting shape. Perhaps a visit from Osmin’s ‘little buddy’ will do the trick!",1:00,,,,,OO109
12:00:00,12:30:00,9/2/2011,Adrenalina,California Speed,"Who is the better driver, Pablo or Zalman? Thanks to Scion Racing the guys spend an entire day at the track with pro drivers drifting, gymkhana, drag racing and limo rides, and that's just a warm up! On top of all that, the guys do a 10 mile hike just to go bungee jumping off the Bridge to Nowhere.",0:30,,,,,ADR616R
12:30:00,13:00:00,9/2/2011,Adrenalina,NYC Winter Games,"Cold doesn't put a stop to action sports!  Pablo and Zalman venture to the Big Apple to show us just that, and to prove what the fastest method of transportation in the city is!  See what happens when the guys meet up with pro surfers Cliff and Will Skudin to surf in the dead of winter in NYC!!",0:30,,,,,ADR617R
13:00:00,14:00:00,9/2/2011,Operation Osmin,Louisa,"Operation MILF: It’s great to be healthy, but the real perk of slimming down is scoring hot dates! Single mom Louisa is eager for male attention and after intense sessions with Osmin, slipping into her sexy cat suit might do the trick!",1:00,,,,,OO108
14:00:00,15:00:00,9/2/2011,Operation Osmin,Christian,"Slugger vs. Psycho: Christian knows what it’s like to be fit - he used to be a college baseball star. But after a debilitating injury and one too many cheeseburgers, he’s struggling to stay in fighting shape. Perhaps a visit from Osmin’s ‘little buddy’ will do the trick!",1:00,,,,,OO109
15:00:00,16:00:00,9/2/2011,Miami Ink,Ami's Bad Side,"Ami and Darren's wife, Carolina, are not getting along. Chad comes to Darren for a koi fish that signifies the battle that he won to shed 100 pounds. And the guys finally choose Lee as their new shop manager.",1:00,,,,,MI209
16:00:00,17:00:00,9/2/2011,Fame,A Big Finish,"Miss Sherwood catches two guys living with a dog in the school basement. The gang decides to help them live in a better place and they offer them money, but they are too stubborn to take 'charity,' so the gang decides to have a benefit concert to collect money for them.",1:00,,,,,FAM114
17:00:00,17:30:00,9/2/2011,Cristina's Court,Sanchez v Donnelly,,0:30,,,,,CC3CC109
17:30:00,18:00:00,9/2/2011,Cristina's Court,Rowe v Rowe,,0:30,,,,,CC3CC110
18:00:00,19:00:00,9/2/2011,Miami Ink,Kat's Niche,"Nunez helps Vicky find strength from her grandfather's favorite Latin saying. Ami gets a lesson in animal behavior when he gives Kimberly a Blue Ring octopus tattoo. Tasha, gets a 'Guns and Roses' tattoo to celebrate her favorite band and her husband.",1:00,,,,,MI210
19:00:00,20:00:00,9/2/2011,Miami Ink,Lloyd Banks and the Rotten Apple,"Lloyd Banks of  G-Unit gets a tattoo to mark his new album, 'Rotten Apple,' from Chris Garver.",1:00,,,,,MI211
20:00:00,20:30:00,9/2/2011,In Living Color,Endangered Species,,0:30,,,,,ILC108
20:30:00,21:00:00,9/2/2011,In Living Color,Introducing...Homey D Clown,,0:30,,,,,ILC109
