19:00:00,20:00:00,6/27/2011,Fame,Childhood's End,"When Coco's (ERICA GIMPEL) grandmother dies, Coco feels guilt that she is able to go ahead with a performance and begins to deeply question her priorities.  So intent is Coco on coming to terms with her problem that it takes Professor Shorofsky (ALBERT HAGUE) to point out to her that she has already solved it without realizing it.",1:00
20:00:00,20:30:00,6/27/2011,In Living Color,Droop! There It Is,,0:30
20:30:00,21:00:00,6/27/2011,In Living Color,Circus of the Black Stars,,0:30
21:00:00,22:00:00,6/27/2011,Model Latina,Two to Tango,Passion heats up as the girls pose for Model Latina’s first boy/girl photo shoot. Watch us take the ladies to NYC’s famed Ballet Hispanico and teach them the sexy combination of fashion and dance!,1:00
22:00:00,23:00:00,6/27/2011,Model Latina,Final 4 Fiesta,The pressure’s at an all-time high as the final four girls rev up for an automotive challenge. Each model must create an alter-ego for a sexy Ford Fiesta photo shoot. Which one will go the distance? And which one will storm off the set?!!,1:00
23:00:00,23:30:00,6/27/2011,In Living Color,Droop! There It Is,,0:30
23:30:00,0:00:00,6/27/2011,In Living Color,Circus of the Black Stars,,0:30
0:00:00,1:00:00,6/27/2011,Model Latina,Two to Tango,Passion heats up as the girls pose for Model Latina’s first boy/girl photo shoot. Watch us take the ladies to NYC’s famed Ballet Hispanico and teach them the sexy combination of fashion and dance!,1:00
1:00:00,2:00:00,6/27/2011,Model Latina,Final 4 Fiesta,The pressure’s at an all-time high as the final four girls rev up for an automotive challenge. Each model must create an alter-ego for a sexy Ford Fiesta photo shoot. Which one will go the distance? And which one will storm off the set?!!,1:00
2:00:00,3:00:00,6/27/2011,Miami Ink,Goodbye Freedom,,1:00
3:00:00,3:30:00,6/27/2011,Cristina's Court,Ecklund v Rains,,0:30
3:30:00,4:00:00,6/27/2011,Cristina's Court,Arrendono v Merriman,,0:30
4:00:00,4:30:00,6/27/2011,Paid Program,,,0:30,,,,
4:30:00,5:00:00,6/27/2011,Paid Program,,,0:30,,,,
5:00:00,5:30:00,6/27/2011,Paid Program,,,0:30,,,,
5:30:00,6:00:00,6/27/2011,Paid Program,,,0:30,,,,
6:00:00,6:30:00,6/28/2011,Paid Program,,,0:30,,,,
6:30:00,7:00:00,6/28/2011,Paid Program,,,0:30,,,,
7:00:00,7:30:00,6/28/2011,Paid Program,,,0:30,,,,
7:30:00,8:00:00,6/28/2011,Paid Program,,,0:30,,,,
8:00:00,9:00:00,6/28/2011,Drop Classics,Jack Coleman (Heroes); Marisol McNichols (24);  Musical Guest La Verdad,,1:00,,,,
9:00:00,9:30:00,6/28/2011,Cristina's Court,Lamar v Rollins,,0:30,,,,
9:30:00,10:00:00,6/28/2011,Cristina's Court,Martens v Petrucci,,0:30,,,,
10:00:00,11:00:00,6/28/2011,Latino Laugh Festival:The Show,"Stand up Comedy: Danny Villalpando, Adam Hunter, Sharon Barragan, G. Reilly, Pablo Francisco",,1:00,Comedy,,Comedy,Comedy
11:00:00,11:30:00,6/28/2011,American Latino,,"Host Valery Ortiz presents a profile on Soledad O’Brien, whom after 20 years in the business of telling other people's stories, we hear a little about the personal journey of the CNN anchor; President Obama's initiative to start a National Museum of American Latinos comes to life; Catch the Viewer’s Voice with comedian Steve Treviño;  Play ball with Deanna Ortiz, female Basketball player from Chicago who embarks on a business career when she enrolls at the College of Commerce; And we catch up with Belinda, as the actress and pop singer talks about her evolution as an artist and her plans for the future.",0:30,,,,
11:30:00,12:00:00,6/28/2011,LatiNation,,"Desi and Jose present Maria Costa and her one-woman show Macho Men and the Women Who Love Them; Making the Grad this week is the youth-driven radio show, Radio Arte; Action sports and alternative music collide at Extreme Thing; Somos Arte explores the impact of Latinos in the comic book industry; and the group Maleco Collective go green to create organic music with a message.",0:30,,,,
12:00:00,12:30:00,6/28/2011,Adrenalina,Puerto Rico Skate,Windsurfer Pablo Lanatta and pro surfer Zalman Lekach showcase extreme sports from Latin America and other exotic locations around the globe.,0:30,,,,
12:30:00,13:00:00,6/28/2011,Adrenalina,Colombia,Windsurfer Pablo Lanatta and pro surfer Zalman Lekach showcase extreme sports from Latin America and other exotic locations around the globe.,0:30,,,,
13:00:00,13:30:00,6/28/2011,Breakfast Lunch and Dinner,Sex and Society,"Are men and women really from different planets, or can we all just get along? Celebrity Guests: Margaret Cho; Jeff Licon",0:30,,,,
13:30:00,14:00:00,6/28/2011,Styleyes,Fall Fashions,From the Fall 2005 runway shows to the street models of NYC.,0:30,Variety,,"Fashion,Magazine,Variety",Variety
14:00:00,15:00:00,6/28/2011,Model Latina,Runway Showdown,"It all comes down to this! We’ve put our models through tons of wild challenges, but in the end, fashion is king! Dominican designer Hernan Lander is bringing out the couture as the girls hit the final catwalk and we pick our next Model Latina!",1:00,,,,
15:00:00,16:00:00,6/28/2011,Model Latina,On-Call-Part I (NYC),Hundreds of Latinas come to an open audition to vie for the few selected spots to come to Hollywood and compete for the Model Latina crown.,1:00,,,,
16:00:00,16:30:00,6/28/2011,Adrenalina,Crash Course,"The crew gets coached in rally car driving by former pro, Ivor Wigham.",0:30,,,,
16:30:00,17:00:00,6/28/2011,Adrenalina,Adrenaline High,"The Adrenalina team pack their bags and heads to Sebastian, Florida to check out this high flying, thrill seeking sport.",0:30,,,,
17:00:00,18:00:00,6/28/2011,Fame,Homecoming,"Doris (VALERIE LANDSBURG) fights to bring her father and brother together after years of seperation, while the students share Miss Grant's (DEBBIE ALLEN) need to impress her former teacher.",1:00,,,,
18:00:00,19:00:00,6/28/2011,Miami Ink,Made In Japan,,1:00,,,,
19:00:00,20:00:00,6/28/2011,Fame,Homecoming,"Doris (VALERIE LANDSBURG) fights to bring her father and brother together after years of seperation, while the students share Miss Grant's (DEBBIE ALLEN) need to impress her former teacher.",1:00,,,,
20:00:00,20:30:00,6/28/2011,In Living Color,Sam Kinison: Live From Hell,,0:30,,,,
20:30:00,21:00:00,6/28/2011,In Living Color,All Up In The Family,,0:30,,,,
21:00:00,21:30:00,6/28/2011,Adrenalina,Back In Time,"Is Uruguay the skate friendliest country in the world? Pablo and Zalman romp around Montevideo with the play skate team, then travel to Punta Del Este to once again show us the flip side of things.  To top it all off they visit the oldest city in South America, Colonia, which of course wouldn't be complete without one last skate session.",0:30,,,,
21:30:00,22:00:00,6/28/2011,Adrenalina,Buenos Aires Extreme,"Buenos Aires is a huge city known for tango, parilladas, theatre, and futbol.  But this is Adrenalina. Pablo and Zalman will show you all the sports this city has to offer - skateboarding, BMX riding, jet skiing - as well as showing you parkour all throughtout this wonderful city.",0:30,,,,
22:00:00,23:00:00,6/28/2011,New York Undercover,Innocent Bystander,,1:00,Police,,Police,Police
23:00:00,23:30:00,6/28/2011,In Living Color,Sam Kinison: Live From Hell,,0:30,,,,
23:30:00,0:00:00,6/28/2011,In Living Color,All Up In The Family,,0:30,,,,
0:00:00,0:30:00,6/28/2011,Adrenalina,Back In Time,"Is Uruguay the skate friendliest country in the world? Pablo and Zalman romp around Montevideo with the play skate team, then travel to Punta Del Este to once again show us the flip side of things.  To top it all off they visit the oldest city in South America, Colonia, which of course wouldn't be complete without one last skate session.",0:30,,,,
0:30:00,1:00:00,6/28/2011,Adrenalina,Buenos Aires Extreme,"Buenos Aires is a huge city known for tango, parilladas, theatre, and futbol.  But this is Adrenalina. Pablo and Zalman will show you all the sports this city has to offer - skateboarding, BMX riding, jet skiing - as well as showing you parkour all throughtout this wonderful city.",0:30,,,,
1:00:00,2:00:00,6/28/2011,New York Undercover,Innocent Bystander,,1:00,Police,,Police,Police
2:00:00,3:00:00,6/28/2011,Miami Ink,Made In Japan,,1:00,,,,
3:00:00,3:30:00,6/28/2011,Cristina's Court,Lamar v Rollins,,0:30,,,,
3:30:00,4:00:00,6/28/2011,Cristina's Court,Martens v Petrucci,,0:30,,,,
4:00:00,4:30:00,6/28/2011,Paid Program,,,0:30,,,,
4:30:00,5:00:00,6/28/2011,Paid Program,,,0:30,,,,
5:00:00,5:30:00,6/28/2011,Paid Program,,,0:30,,,,
5:30:00,6:00:00,6/28/2011,Paid Program,,,0:30,,,,
6:00:00,6:30:00,6/29/2011,Paid Program,,,0:30,,,,
6:30:00,7:00:00,6/29/2011,Paid Program,,,0:30,,,,
7:00:00,7:30:00,6/29/2011,Paid Program,,,0:30,,,,
7:30:00,8:00:00,6/29/2011,Paid Program,,,0:30,,,,
8:00:00,9:00:00,6/29/2011,Drop Classics,Mayor Antonio Villaraigosa; Musical Guest Casper; Dance Battle,,1:00,Music,,,Music
9:00:00,9:30:00,6/29/2011,Cristina's Court,Eversole v Adkins,,0:30,,,,
9:30:00,10:00:00,6/29/2011,Cristina's Court,Von v Cusamano,,0:30,,,,
10:00:00,11:00:00,6/29/2011,Latino Laugh Festival:The Show,"Stand up Comedy: Kris Martinez, Martin Moreno, Monique Marvez, Michael Jr., Andre Fernandez",,1:00,Comedy,,Comedy,Comedy
11:00:00,11:30:00,6/29/2011,American Latino,,"Host Valery Ortiz features Lin-Manuel Miranda, the writer/performer behind the Tony Award Winning Broadway Musical phenomenon In the Heights;  Find out how former New York Police officer Daniel Rodriguez became “America’s Beloved Tenor;” Spent a day with U.S. Army recruiter, Staff Sergeant Juan Castillo; Olympic boxer David Diaz fights his way to the top of the WBC Lightweight Division; Get the story behind one of the most influential Spanish Rock musicians, Enrique Bunbury.",0:30,,,,
11:30:00,12:00:00,6/29/2011,LatiNation,,"Desi and Jose reveal the winner of ESPN’s Dream Job El Reportero, Daniela Rodriguez; In the Vault this week is Girlfight, the Sundance award-winning film that introduced Michelle Rodriguez to the big screen; Meet Carlos Baena, the Pixar animator who’s helped bring a Spanish twist to Toy Story 3; Young comedian Erik Rivera shares the funny behind his family; and meet the artist who’s been dubbed an 'idol to watch' by Billboard magazine, Gustavo Galindo",0:30,,,,
12:00:00,12:30:00,6/29/2011,Adrenalina,BMX Argentina,Windsurfer Pablo Lanatta and pro surfer Zalman Lekach showcase extreme sports from Latin America and other exotic locations around the globe.,0:30,,,,
12:30:00,13:00:00,6/29/2011,Adrenalina,El Salvador Surf,Windsurfer Pablo Lanatta and pro surfer Zalman Lekach showcase extreme sports from Latin America and other exotic locations around the globe.,0:30,,,,
13:00:00,13:30:00,6/29/2011,Breakfast Lunch and Dinner,"Live at Home, Loser?",If you still live at home in your mid-20's are you a loser?,0:30,,,,
13:30:00,14:00:00,6/29/2011,Styleyes,Wheels,Kelly checks out the NY Auto Show.,0:30,Variety,,"Fashion,Magazine,Variety",Variety
14:00:00,15:00:00,6/29/2011,Model Latina,On-Call-PART 2 (Miami),Hundreds of Latinas come to an open audition to vie for the few selected spots to come to Hollywood and compete for the Model Latina crown.,1:00,,,,
15:00:00,16:00:00,6/29/2011,Model Latina,On-Call-PART 3 (L.A.),Hundreds of Latinas come to an open audition to vie for the few selected spots to come to Hollywood and compete for the Model Latina crown.,1:00,,,,
16:00:00,16:30:00,6/29/2011,Adrenalina,Fantasy Islands,"Pablo and Zalman head to Indonesia in search of the perfect wave, while Belkys studies abroad at a surfing school in Puerto Rico.",0:30,,,,
16:30:00,17:00:00,6/29/2011,Adrenalina,Cross Country Fan,An Adrenalina fan treats the trio to a day full of extreme sports in Puerto Rico.,0:30,,,,
17:00:00,18:00:00,6/29/2011,Fame,A Tough Act to Follow,"When Danny's (CARLO IMPERATO) grief over the death of a teacher threatens to cause his expulsion, help comes from an unexpected source.",1:00,,,,
18:00:00,19:00:00,6/29/2011,Miami Ink,Hawaii,,1:00,,,,
19:00:00,20:00:00,6/29/2011,Fame,A Tough Act to Follow,"When Danny's (CARLO IMPERATO) grief over the death of a teacher threatens to cause his expulsion, help comes from an unexpected source.",1:00,,,,
20:00:00,20:30:00,6/29/2011,In Living Color,Wile E Coyote on Trial,,0:30,,,,
20:30:00,21:00:00,6/29/2011,In Living Color,Umbilical Barry,,0:30
21:00:00,22:00:00,6/29/2011,LA Law,Slum Enchanted Evening,,1:00
22:00:00,23:00:00,6/29/2011,Hill Street Blues,Up In Arms,,1:00
23:00:00,23:30:00,6/29/2011,In Living Color,Wile E Coyote on Trial,,0:30
23:30:00,0:00:00,6/29/2011,In Living Color,Umbilical Barry,,0:30
0:00:00,1:00:00,6/29/2011,LA Law,Slum Enchanted Evening,,1:00
1:00:00,2:00:00,6/29/2011,Hill Street Blues,Up In Arms,,1:00
2:00:00,3:00:00,6/29/2011,Miami Ink,Hawaii,,1:00
3:00:00,3:30:00,6/29/2011,Cristina's Court,Eversole v Adkins,,0:30
3:30:00,4:00:00,6/29/2011,Cristina's Court,Von v Cusamano,,0:30
4:00:00,4:30:00,6/29/2011,Paid Program,,,0:30
4:30:00,5:00:00,6/29/2011,Paid Program,,,0:30
5:00:00,5:30:00,6/29/2011,Paid Program,,,0:30
5:30:00,6:00:00,6/29/2011,Paid Program,,,0:30
6:00:00,6:30:00,6/30/2011,Paid Program,,,0:30
6:30:00,7:00:00,6/30/2011,Paid Program,,,0:30
7:00:00,7:30:00,6/30/2011,Paid Program,,,0:30,,,,
7:30:00,8:00:00,6/30/2011,Paid Program,,,0:30,,,,
8:00:00,9:00:00,6/30/2011,Drop Classics,Gina Ravera (ER); Musical Guest Down aka Kilo,,1:00,Music,,,Music
9:00:00,9:30:00,6/30/2011,Cristina's Court,Baker v Golden,,0:30,,,,
9:30:00,10:00:00,6/30/2011,Cristina's Court,Butler v Brown & Nicholson,,0:30,,,,
10:00:00,11:00:00,6/30/2011,Prison Break,Scylla,Michael seeks revenge for Sara's death;  Mahone suffers a devastating loss; and T-Bag is deserted during his flight to freedom.,1:00,,,,
11:00:00,12:00:00,6/30/2011,Prison Break,Breaking and Entering,In order to get a copy of the Scylla card the gang must break into the well-guarded home of Company man Tuxhorn; and T-Bag goes to extremes to survive.,1:00,,,,
12:00:00,13:00:00,6/30/2011,Prison Break,Shut Down,Michael has one day to find the next cardholder or they risk going back to prison.  T-Bag finds the gateway to his new identity and future.,1:00,,,,
13:00:00,14:00:00,6/30/2011,Prison Break,Scylla,Michael seeks revenge for Sara's death;  Mahone suffers a devastating loss; and T-Bag is deserted during his flight to freedom.,1:00,,,,
14:00:00,15:00:00,6/30/2011,Prison Break,Breaking and Entering,In order to get a copy of the Scylla card the gang must break into the well-guarded home of Company man Tuxhorn; and T-Bag goes to extremes to survive.,1:00,,,,
15:00:00,16:00:00,6/30/2011,Prison Break,Shut Down,Michael has one day to find the next cardholder or they risk going back to prison.  T-Bag finds the gateway to his new identity and future.,1:00,,,,
16:00:00,16:30:00,6/30/2011,Adrenalina,Behind the Snow,Our hosts learn the ins and outs of producing snowboarding/skiing films.,0:30,,,,
16:30:00,17:00:00,6/30/2011,Adrenalina,The X-Dance Factor,"While in Utah, Pablo and Zalman try to get their movie in an action sports film festival while Belkys plays red carpet reporter at Sundance.",0:30,,,,
17:00:00,18:00:00,6/30/2011,Fame,Relationships,The love bug bites as Sherwood (CAROL MAYO JENKINS) registers with a video dating service; Bruno (LEE CURRERI) falls for an older woman; and a singing cowboy lassos Doris' (VALERIE LANDSBURG) heart,1:00,,,,
18:00:00,19:00:00,6/30/2011,Miami Ink,Yoji's Initiation,,1:00,,,,
19:00:00,20:00:00,6/30/2011,Fame,Relationships,The love bug bites as Sherwood (CAROL MAYO JENKINS) registers with a video dating service; Bruno (LEE CURRERI) falls for an older woman; and a singing cowboy lassos Doris' (VALERIE LANDSBURG) heart,1:00,,,,
20:00:00,20:30:00,6/30/2011,In Living Color,Mary Tyler Mo,,0:30
20:30:00,21:00:00,6/30/2011,In Living Color,Wheel of Dozens,,0:30
21:00:00,23:00:00,6/30/2011,Sí TV Cinema:,Buena Vista Social Club,"Aging Cuban musicians whose talents had been virtually forgotten following Castro's takeover of Cuba, are brought out of retirement by Ry Cooder, who travelled to Havana in order to bring the musicians together, resulting in triumphant performances of extraordinary music, and resurrecting the musicians' careers.",2:00
23:00:00,23:30:00,6/30/2011,In Living Color,Mary Tyler Mo,,0:30
23:30:00,0:00:00,6/30/2011,In Living Color,Wheel of Dozens,,0:30
0:00:00,2:00:00,6/30/2011,Sí TV Cinema:,Buena Vista Social Club,"Aging Cuban musicians whose talents had been virtually forgotten following Castro's takeover of Cuba, are brought out of retirement by Ry Cooder, who travelled to Havana in order to bring the musicians together, resulting in triumphant performances of extraordinary music, and resurrecting the musicians' careers.",2:00
2:00:00,3:00:00,6/30/2011,Miami Ink,Yoji's Initiation,,1:00
3:00:00,3:30:00,6/30/2011,Cristina's Court,Baker v Golden,,0:30
3:30:00,4:00:00,6/30/2011,Cristina's Court,Butler v Brown & Nicholson,,0:30
4:00:00,4:30:00,6/30/2011,Paid Program,,,0:30
4:30:00,5:00:00,6/30/2011,Paid Program,,,0:30
5:00:00,5:30:00,6/30/2011,Paid Program,,,0:30
5:30:00,6:00:00,6/30/2011,Paid Program,,,0:30
6:00:00,6:30:00,7/1/2011,Paid Program,,,0:30
6:30:00,7:00:00,7/1/2011,Paid Program,,,0:30
7:00:00,7:30:00,7/1/2011,Paid Program,,,0:30
7:30:00,8:00:00,7/1/2011,Paid Program,,,0:30,,,,
8:00:00,9:00:00,7/1/2011,Drop Classics,Comedian Alex Reymundo; Musical Guest LAX Boyz,,1:00,Music,,,Music
9:00:00,9:30:00,7/1/2011,Cristina's Court,Johnson v Brazzle,,0:30,,,,
9:30:00,10:00:00,7/1/2011,Cristina's Court,Gensler v Mortensen,,0:30,,,,
10:00:00,11:00:00,7/1/2011,Latino Laugh Festival:The Show,"Stand up Comedy: J J Ramirez, Mark Fernandez, Amy Anderson, David Crowe, Charles Sanchez",,1:00,Comedy,,Comedy,Comedy
11:00:00,11:30:00,7/1/2011,American Latino,,"Host Valery Ortiz features Atlanta Falcons tight-end Tony Gonzales as takes on the health industry with his book, THE ALL PRO DIET;  Get to know ‘Mexico’s most international actress’ and Nacho Libre’s Jack Black co-star, Ana De La Reguera; Latinos On Line features Paratinovia.com, the ultimate wedding planner for the  Latina bride-to-be; TV Personality Emilio Delgado talks about life before and after Sesame Street; Grammy winning musician/producer AB Quintanilla (Kumbia Kings) takes a look back at his early days with his sister, legendary Tejano superstar Selena.",0:30,,,,
11:30:00,12:00:00,7/1/2011,LatiNation,,"Desi and Jose introduce up-and-coming Latin Jazz pianist Alfredo Rodriguez; This week in The Vault, Grammy award-winning artist Juanes and his album Un Dia Normal; check out an organization promoting clothing with a message, the Blood Heart Group; Latino Broadway stars step it up to help young hopefuls at Revolucion Latina; and female MC Ana Tijoux proves why she’s earned success in the rap game.",0:30,,,,
12:00:00,12:30:00,7/1/2011,Adrenalina,Las Vegas BMX,Windsurfer Pablo Lanatta and pro surfer Zalman Lekach showcase extreme sports from Latin America and other exotic locations around the globe.,0:30,,,,
12:30:00,13:00:00,7/1/2011,Adrenalina,Sk8 Ecuador,Windsurfer Pablo Lanatta and pro surfer Zalman Lekach showcase extreme sports from Latin America and other exotic locations around the globe.,0:30,,,,
13:00:00,13:30:00,7/1/2011,Breakfast Lunch and Dinner,Taxing Appetites,Should junk food get the sin tax treatment like alcohol and cigarettes? Celebrity Guests: Ant; Laura Ceron,0:30,,,,
13:30:00,14:00:00,7/1/2011,Styleyes,Mi Casa es Su Casa,LA architecture and NY miniature interior decorator.,0:30,Variety,,"Fashion,Magazine,Variety",Variety
14:00:00,15:00:00,7/1/2011,Model Latina,Ugly Beauty,The newly arrived models will be given their first assignment (after posing in swimwear) where they will have to disguise and/or hide their outer beauty to find their inner beauty.  The girls will also be moving into their lofts and will meet the judges for the first time with one girl getting.,1:00,,,,
15:00:00,16:00:00,7/1/2011,Model Latina,Jessy’s Girl,Renowned music video director Jessy Terrero chooses one of the nine remaining Latinas to be in his new video.  Another model gets eliminated.,1:00,,,,
16:00:00,16:30:00,7/1/2011,Adrenalina,Colombia Surf,Colombia is the background for this adventure on Adrenalina where Pablo and Zalman attend a freestyle motocross demo then take a boat to an ecolodge in the middle of the jungle to find the perfect waves.,0:30,,,,
16:30:00,17:00:00,7/1/2011,Adrenalina,New York Skate of Mind,Pablo and Zalman go to the Big Apple where they hook up with the 5boro crew to find the best BMX and skate spots in the streets of New York City.,0:30,,,,
17:00:00,18:00:00,7/1/2011,Fame,Star Quality,Leroy (GENE ANTHONY RAY) narrowly escapes being failed out of Performing Arts with the help of an elderly tap dancer and a little boy.,1:00,,,,
18:00:00,19:00:00,7/1/2011,Miami Ink,Saver vs Spender,,1:00
19:00:00,20:00:00,7/1/2011,Fame,Star Quality,Leroy (GENE ANTHONY RAY) narrowly escapes being failed out of Performing Arts with the help of an elderly tap dancer and a little boy.,1:00
20:00:00,20:30:00,7/1/2011,In Living Color,The Gangasta Group,,0:30
20:30:00,21:00:00,7/1/2011,In Living Color,East Hollywood Squares,,0:30
21:00:00,21:30:00,7/1/2011,Latino 101,Latin Filmology,"Grab your nacho tray -- it's MOVIE time! We’re breaking down why Edward James Olmos is the coolest ese, why no one caught Chasing Papi and figuring out why most movies require the Latino lead to die... 'No, Not Richie, Not My Ritchie!'",0:30
21:30:00,22:00:00,7/1/2011,Latino 101,My First...,"Stroll down memory lane with LATINO 101 as we reminisce about our first job, our first love, our first ass whooping and the first time we got some!",0:30
22:00:00,22:30:00,7/1/2011,Latino 101,Not Quite Latino,"It’s a great big world out there and Latinos love to embrace it all...  Find out why we love the American past-time, what’s up with the Morrissey connection and which white people we secretly have a crush on.",0:30
22:30:00,23:00:00,7/1/2011,Latino 101,Gringo 101,"What do forgetting your native tongue, 'stealing' American jobs and selling out have in common?  You know there’s at least one person in the family that has done this... Get the Latino 101 crash course to 'Become an American.'",0:30
23:00:00,23:30:00,7/1/2011,In Living Color,The Gangasta Group,,0:30
23:30:00,0:00:00,7/1/2011,In Living Color,East Hollywood Squares,,0:30
0:00:00,0:30:00,7/1/2011,Latino 101,Latin Filmology,"Grab your nacho tray -- it's MOVIE time! We’re breaking down why Edward James Olmos is the coolest ese, why no one caught Chasing Papi and figuring out why most movies require the Latino lead to die... 'No, Not Richie, Not My Ritchie!'",0:30
0:30:00,1:00:00,7/1/2011,Latino 101,My First...,"Stroll down memory lane with LATINO 101 as we reminisce about our first job, our first love, our first ass whooping and the first time we got some!",0:30
1:00:00,1:30:00,7/1/2011,Latino 101,Not Quite Latino,"It’s a great big world out there and Latinos love to embrace it all...  Find out why we love the American past-time, what’s up with the Morrissey connection and which white people we secretly have a crush on.",0:30
1:30:00,2:00:00,7/1/2011,Latino 101,Gringo 101,"What do forgetting your native tongue, 'stealing' American jobs and selling out have in common?  You know there’s at least one person in the family that has done this... Get the Latino 101 crash course to 'Become an American.'",0:30
2:00:00,3:00:00,7/1/2011,Miami Ink,Saver vs Spender,,1:00
3:00:00,3:30:00,7/1/2011,Cristina's Court,Johnson v Brazzle,,0:30
3:30:00,4:00:00,7/1/2011,Cristina's Court,Gensler v Mortensen,,0:30
4:00:00,4:30:00,7/1/2011,Paid Program,,,0:30
4:30:00,5:00:00,7/1/2011,Paid Program,,,0:30
5:00:00,5:30:00,7/1/2011,Paid Program,,,0:30
5:30:00,6:00:00,7/1/2011,Paid Program,,,0:30
6:00:00,6:30:00,7/2/2011,Paid Program,,,0:30
6:30:00,7:00:00,7/2/2011,Paid Program,,,0:30
7:00:00,7:30:00,7/2/2011,Paid Program,,,0:30
7:30:00,8:00:00,7/2/2011,Paid Program,,,0:30
8:00:00,9:00:00,7/2/2011,Drop Classics,Eddie Matos 'Cane'; Musical Guests Prima J and Pastilla,,1:00
9:00:00,9:30:00,7/2/2011,Cristina's Court,Dworshak v Donahoo,,0:30
9:30:00,10:00:00,7/2/2011,Cristina's Court,Platek v Mason,,0:30
10:00:00,11:00:00,7/2/2011,Prison Break,Eagles and Angels,The gang must infiltrate a police benefit to obtain the next data card.  Sara falls back into and old habit and T-Bag arouses suspicion on his first day at his new job.,1:00
11:00:00,12:00:00,7/2/2011,Prison Break,Safe and Sound,The gang must break into a safe in the Federal building.  Mahone tries to track down Wyatt.  T-Bag is nearly exposed.,1:00
12:00:00,13:00:00,7/2/2011,Prison Break,Blow Out,"Mahone is nearly arrested, putting everyone at risk.  T-Bag is forced to flee as his charade is discovered.",1:00
13:00:00,14:00:00,7/2/2011,Prison Break,Eagles and Angels,The gang must infiltrate a police benefit to obtain the next data card.  Sara falls back into and old habit and T-Bag arouses suspicion on his first day at his new job.,1:00
14:00:00,15:00:00,7/2/2011,Prison Break,Safe and Sound,The gang must break into a safe in the Federal building.  Mahone tries to track down Wyatt.  T-Bag is nearly exposed.,1:00
